FIPS,COUNTY_NAME,STATE_FIPS,STATE
48437 ,"SWISHER COUNTY, TX",   48 ,TX
48439 ,"TARRANT COUNTY, TX",   48 ,TX
48441 ,"TAYLOR COUNTY, TX",   48 ,TX
48443 ,"TERRELL COUNTY, TX",   48 ,TX
48445 ,"TERRY COUNTY, TX",   48 ,TX
48447 ,"THROCKMORTON COUNTY, TX",   48 ,TX
48449 ,"TITUS COUNTY, TX",   48 ,TX
48451 ,"TOM GREEN COUNTY, TX",   48 ,TX
48453 ,"TRAVIS COUNTY, TX",   48 ,TX
48455 ,"TRINITY COUNTY, TX",   48 ,TX
48457 ,"TYLER COUNTY, TX",   48 ,TX
48459 ,"UPSHUR COUNTY, TX",   48 ,TX
48461 ,"UPTON COUNTY, TX",   48 ,TX
48463 ,"UVALDE COUNTY, TX",   48 ,TX
48465 ,"VAL VERDE COUNTY, TX",   48 ,TX
48467 ,"VAN ZANDT COUNTY, TX",   48 ,TX
48469 ,"VICTORIA COUNTY, TX",   48 ,TX
48471 ,"WALKER COUNTY, TX",   48 ,TX
48473 ,"WALLER COUNTY, TX",   48 ,TX
48475 ,"WARD COUNTY, TX",   48 ,TX
48477 ,"WASHINGTON COUNTY, TX",   48 ,TX
48479 ,"WEBB COUNTY, TX",   48 ,TX
48481 ,"WHARTON COUNTY, TX",   48 ,TX
48483 ,"WHEELER COUNTY, TX",   48 ,TX
48485 ,"WICHITA COUNTY, TX",   48 ,TX
48487 ,"WILBARGER COUNTY, TX",   48 ,TX
48489 ,"WILLACY COUNTY, TX",   48 ,TX
48491 ,"WILLIAMSON COUNTY, TX",   48 ,TX
48493 ,"WILSON COUNTY, TX",   48 ,TX
48495 ,"WINKLER COUNTY, TX",   48 ,TX
48497 ,"WISE COUNTY, TX",   48 ,TX
48499 ,"WOOD COUNTY, TX",   48 ,TX
48501 ,"YOAKUM COUNTY, TX",   48 ,TX
48503 ,"YOUNG COUNTY, TX",   48 ,TX
48505 ,"ZAPATA COUNTY, TX",   48 ,TX
48507 ,"ZAVALA COUNTY, TX",   48 ,TX
53000 ,"WASHINGTON, WA",   53 ,WA
53001 ,"ADAMS COUNTY, WA",   53 ,WA
53003 ,"ASOTIN COUNTY, WA",   53 ,WA
53005 ,"BENTON COUNTY, WA",   53 ,WA
53007 ,"CHELAN COUNTY, WA",   53 ,WA
53009 ,"CLALLAM COUNTY, WA",   53 ,WA
53011 ,"CLARK COUNTY, WA",   53 ,WA
53013 ,"COLUMBIA COUNTY, WA",   53 ,WA
53015 ,"COWLITZ COUNTY, WA",   53 ,WA
53017 ,"DOUGLAS COUNTY, WA",   53 ,WA
53019 ,"FERRY COUNTY, WA",   53 ,WA
53021 ,"FRANKLIN COUNTY, WA",   53 ,WA
53023 ,"GARFIELD COUNTY, WA",   53 ,WA
53025 ,"GRANT COUNTY, WA",   53 ,WA
53027 ,"GRAYS HARBOR COUNTY, WA",   53 ,WA
53029 ,"ISLAND COUNTY, WA",   53 ,WA
53031 ,"JEFFERSON COUNTY, WA",   53 ,WA
53033 ,"KING COUNTY, WA",   53 ,WA
53035 ,"KITSAP COUNTY, WA",   53 ,WA
53037 ,"KITTITAS COUNTY, WA",   53 ,WA
53039 ,"KLICKITAT COUNTY, WA",   53 ,WA
53041 ,"LEWIS COUNTY, WA",   53 ,WA
53043 ,"LINCOLN COUNTY, WA",   53 ,WA
53045 ,"MASON COUNTY, WA",   53 ,WA
53047 ,"OKANOGAN COUNTY, WA",   53 ,WA
53049 ,"PACIFIC COUNTY, WA",   53 ,WA
53051 ,"PEND OREILLE COUNTY, WA",   53 ,WA
53053 ,"PIERCE COUNTY, WA",   53 ,WA
53055 ,"SAN JUAN COUNTY, WA",   53 ,WA
53057 ,"SKAGIT COUNTY, WA",   53 ,WA
53059 ,"SKAMANIA COUNTY, WA",   53 ,WA
53061 ,"SNOHOMISH COUNTY, WA",   53 ,WA
53063 ,"SPOKANE COUNTY, WA",   53 ,WA
53065 ,"STEVENS COUNTY, WA",   53 ,WA
53067 ,"THURSTON COUNTY, WA",   53 ,WA
53069 ,"WAHKIAKUM COUNTY, WA",   53 ,WA
53071 ,"WALLA WALLA COUNTY, WA",   53 ,WA
53073 ,"WHATCOM COUNTY, WA",   53 ,WA
53075 ,"WHITMAN COUNTY, WA",   53 ,WA
53077 ,"YAKIMA COUNTY, WA",   53 ,WA
